,Year,Match_Number,Time,Stadium,Team1,Team1_score,Team1_Overs_Played,Team2,Team2_score,Team2_Overs_Played,Win_team
707,2019,Match 45,20:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,161/3,19.1/20,Sunrisers Hyderabad,160/8,20/20,Rajasthan Royals
708,2019,Match 44,20:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,109,17.4/20,Mumbai Indians,155/4,20/20,Mumbai Indians
709,2019,Match 43,20:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,175/6,20/20,Rajasthan Royals,177/7,19.2/20,Rajasthan Royals
710,2019,Match 42,20:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,202/4,20/20,Punjab Kings,185/7,20/20,Royal Challengers Bangalore
711,2019,Match 41,20:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,176/4,19.5/20,Sunrisers Hyderabad,175/3,20/20,Chennai Super Kings
712,2019,Match 40,20:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,191/6,20/20,Delhi Capitals,193/4,19.2/20,Delhi Capitals
713,2019,Match 39,20:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,161/7,20/20,Chennai Super Kings,160/8,20/20,Royal Challengers Bangalore
714,2019,Match 38,16:00,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,161/1,15/20,Kolkata Knight Riders,159/8,20/20,Sunrisers Hyderabad
715,2019,Match 37,20:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,166/5,19.4/20,Punjab Kings,163/7,20/20,Delhi Capitals
716,2019,Match 36,16:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,162/5,19.1/20,Mumbai Indians,161/5,20/20,Rajasthan Royals
717,2019,Match 35,20:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,203/5,20/20,Royal Challengers Bangalore,213/4,20/20,Royal Challengers Bangalore
718,2019,Match 34,20:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,128/9,20/20,Mumbai Indians,168/5,20/20,Mumbai Indians
719,2019,Match 33,20:00,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,137/4,16.5/20,Chennai Super Kings,132/5,20/20,Sunrisers Hyderabad
720,2019,Match 32,20:00,"IS Bindra Stadium, Mohali",Punjab Kings,182/6,20/20,Rajasthan Royals,170/7,20/20,Punjab Kings
721,2019,Match 31,20:00,"Wankhede Stadium, Mumbai",Mumbai Indians,172/5,19/20,Royal Challengers Bangalore,171/7,20/20,Mumbai Indians
722,2019,Match 30,20:00,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,116,18.5/20,Delhi Capitals,155/7,20/20,Delhi Capitals
723,2019,Match 29,16:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,161/8,20/20,Chennai Super Kings,162/5,19.4/20,Chennai Super Kings
724,2019,Match 28,20:00,"IS Bindra Stadium, Mohali",Punjab Kings,173/4,20/20,Royal Challengers Bangalore,174/2,19.2/20,Royal Challengers Bangalore
725,2019,Match 27,16:00,"Wankhede Stadium, Mumbai",Mumbai Indians,187/5,20/20,Rajasthan Royals,188/6,19.3/20,Rajasthan Royals
726,2019,Match 26,20:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,178/7,20/20,Delhi Capitals,180/3,18.5/20,Delhi Capitals
727,2019,Match 25,20:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,151/7,20/20,Chennai Super Kings,155/6,20/20,Chennai Super Kings
728,2019,Match 24,20:00,"Wankhede Stadium, Mumbai",Mumbai Indians,198/7,20/20,Punjab Kings,197/4,20/20,Mumbai Indians
729,2019,Match 23,20:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,111/3,17.2/20,Kolkata Knight Riders,108/9,20/20,Chennai Super Kings
730,2019,Match 22,20:00,"IS Bindra Stadium, Mohali",Punjab Kings,151/4,19.5/20,Sunrisers Hyderabad,150/4,20/20,Punjab Kings
731,2019,Match 21,20:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,139/3,20/20,Kolkata Knight Riders,140/2,13.5/20,Kolkata Knight Riders
732,2019,Match 20,16:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,149/8,20/20,Delhi Capitals,152/6,18.5/20,Delhi Capitals
733,2019,Match 19,20:00,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,96,17.4/20,Mumbai Indians,136/7,20/20,Mumbai Indians
734,2019,Match 18,16:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,160/3,20/20,Punjab Kings,138/5,20/20,Chennai Super Kings
735,2019,Match 17,20:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,205/3,20/20,Kolkata Knight Riders,206/5,19.1/20,Kolkata Knight Riders
736,2019,Match 16,20:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,129/8,20/20,Sunrisers Hyderabad,131/5,18.3/20,Sunrisers Hyderabad
737,2019,Match 15,20:00,"Wankhede Stadium, Mumbai",Mumbai Indians,170/5,20/20,Chennai Super Kings,133/8,20/20,Mumbai Indians
738,2019,Match 14,20:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,164/3,19.5/20,Royal Challengers Bangalore,158/4,20/20,Rajasthan Royals
739,2019,Match 13,20:00,"IS Bindra Stadium, Mohali",Punjab Kings,166/9,20/20,Delhi Capitals,152,19.2/20,Punjab Kings
740,2019,Match 12,20:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,175/5,20/20,Rajasthan Royals,167/8,20/20,Chennai Super Kings
741,2019,Match 11,16:00,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,231/2,20/20,Royal Challengers Bangalore,113,19.5/20,Sunrisers Hyderabad
742,2019,Match 10,20:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,185/6,20/20,Kolkata Knight Riders,185/8,20/20,Delhi Capitals
743,2019,Match 9,16:00,"IS Bindra Stadium, Mohali",Punjab Kings,177/2,18.4/20,Mumbai Indians,176/7,20/20,Punjab Kings
744,2019,Match 8,20:00,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,201/5,19/20,Rajasthan Royals,198/2,20/20,Sunrisers Hyderabad
745,2019,Match 7,20:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,181/5,20/20,Mumbai Indians,187/8,20/20,Mumbai Indians
746,2019,Match 6,20:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,218/4,20/20,Punjab Kings,190/4,20/20,Kolkata Knight Riders
747,2019,Match 5,20:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,147/6,20/20,Chennai Super Kings,150/4,19.4/20,Chennai Super Kings
748,2019,Match 4,20:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,170/9,20/20,Punjab Kings,184/4,20/20,Punjab Kings
749,2019,Match 3,20:00,"Wankhede Stadium, Mumbai",Mumbai Indians,176,19.2/20,Delhi Capitals,213/6,20/20,Delhi Capitals
750,2019,Match 2,16:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,183/4,19.4/20,Sunrisers Hyderabad,181/3,20/20,Kolkata Knight Riders
751,2019,Match 1,20:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,71/3,17.4/20,Royal Challengers Bangalore,70,17.1/20,Chennai Super Kings
752,2020,Final,19:30,"Dubai International Cricket Stadium, Dubai",Mumbai Indians,157/5,18.4/20,Delhi Capitals,156/7,20/20,Mumbai Indians
753,2020,Qualifier 2,19:30,"Zayed Cricket Stadium, Abu Dhabi",Delhi Capitals,189/3,20/20,Sunrisers Hyderabad,172/8,20/20,Delhi Capitals
754,2020,Eliminator,19:30,"Zayed Cricket Stadium, Abu Dhabi",Sunrisers Hyderabad,132/4,19.4/20,Royal Challengers Bangalore,131/7,20/20,Sunrisers Hyderabad
755,2020,Qualifier 1,19:30,"Dubai International Cricket Stadium, Dubai",Mumbai Indians,200/5,20/20,Delhi Capitals,143/8,20/20,Mumbai Indians
756,2020,Match 56,19:30,"Sharjah Cricket Stadium, Sharjah",Sunrisers Hyderabad,151/0,17.1/20,Mumbai Indians,149/8,20/20,Sunrisers Hyderabad
757,2020,Match 55,19:30,"Zayed Cricket Stadium, Abu Dhabi",Delhi Capitals,154/4,19/20,Royal Challengers Bangalore,152/7,20/20,Delhi Capitals
758,2020,Match 54,19:30,"Dubai International Cricket Stadium, Dubai",Kolkata Knight Riders,191/7,20/20,Rajasthan Royals,131/9,20/20,Kolkata Knight Riders
759,2020,Match 53,15:30,"Zayed Cricket Stadium, Abu Dhabi",Chennai Super Kings,154/1,18.5/20,Punjab Kings,153/6,20/20,Chennai Super Kings
760,2020,Match 52,19:30,"Sharjah Cricket Stadium, Sharjah",Royal Challengers Bangalore,120/7,20/20,Sunrisers Hyderabad,121/5,14.1/20,Sunrisers Hyderabad
761,2020,Match 51,15:30,"Dubai International Cricket Stadium, Dubai",Delhi Capitals,110/9,20/20,Mumbai Indians,111/1,14.2/20,Mumbai Indians
762,2020,Match 50,19:30,"Zayed Cricket Stadium, Abu Dhabi",Punjab Kings,185/4,20/20,Rajasthan Royals,186/3,17.3/20,Rajasthan Royals
763,2020,Match 49,19:30,"Dubai International Cricket Stadium, Dubai",Chennai Super Kings,178/4,20/20,Kolkata Knight Riders,172/5,20/20,Chennai Super Kings
764,2020,Match 48,19:30,"Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,166/5,19.1/20,Royal Challengers Bangalore,164/6,20/20,Mumbai Indians
765,2020,Match 47,19:30,"Dubai International Cricket Stadium, Dubai",Sunrisers Hyderabad,219/2,20/20,Delhi Capitals,131,19/20,Sunrisers Hyderabad
766,2020,Match 46,19:30,"Sharjah Cricket Stadium, Sharjah",Kolkata Knight Riders,149/9,20/20,Punjab Kings,150/2,18.5/20,Punjab Kings
767,2020,Match 45,19:30,"Zayed Cricket Stadium, Abu Dhabi",Rajasthan Royals,196/2,18.2/20,Mumbai Indians,195/5,20/20,Rajasthan Royals
768,2020,Match 44,15:30,"Dubai International Cricket Stadium, Dubai",Royal Challengers Bangalore,145/6,20/20,Chennai Super Kings,150/2,18.4/20,Chennai Super Kings
769,2020,Match 43,19:30,"Dubai International Cricket Stadium, Dubai",Punjab Kings,126/7,20/20,Sunrisers Hyderabad,114,19.5/20,Punjab Kings
770,2020,Match 42,15:30,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,194/6,20/20,Delhi Capitals,135/9,20/20,Kolkata Knight Riders
771,2020,Match 41,19:30,"Sharjah Cricket Stadium, Sharjah",Chennai Super Kings,114/9,20/20,Mumbai Indians,116/0,12.2/20,Mumbai Indians
772,2020,Match 40,19:30,"Dubai International Cricket Stadium, Dubai",Rajasthan Royals,154/6,20/20,Sunrisers Hyderabad,156/2,18.1/20,Sunrisers Hyderabad
773,2020,Match 39,19:30,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,84/8,20/20,Royal Challengers Bangalore,85/2,13.3/20,Royal Challengers Bangalore
774,2020,Match 38,19:30,"Dubai International Cricket Stadium, Dubai",Punjab Kings,167/5,19/20,Delhi Capitals,164/5,20/20,Punjab Kings
775,2020,Match 37,19:30,"Zayed Cricket Stadium, Abu Dhabi",Chennai Super Kings,125/5,20/20,Rajasthan Royals,126/3,17.3/20,Rajasthan Royals
776,2020,Match 36,19:30,"Dubai International Cricket Stadium, Dubai",Mumbai Indians,176/6,20/20,Punjab Kings,176/6,20/20,Kings XI Punjab
777,2020,Match 35,15:30,"Zayed Cricket Stadium, Abu Dhabi",Sunrisers Hyderabad,163/6,20/20,Kolkata Knight Riders,163/5,20/20,Kolkata Knight Riders
778,2020,Match 34,19:30,"Sharjah Cricket Stadium, Sharjah",Delhi Capitals,185/5,19.5/20,Chennai Super Kings,179/4,20/20,Delhi Capitals
779,2020,Match 33,15:30,"Dubai International Cricket Stadium, Dubai",Rajasthan Royals,177/6,20/20,Royal Challengers Bangalore,179/3,19.4/20,Royal Challengers Bangalore
780,2020,Match 32,19:30,"Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,149/2,16.5/20,Kolkata Knight Riders,148/5,20/20,Mumbai Indians
781,2020,Match 31,19:30,"Sharjah Cricket Stadium, Sharjah",Royal Challengers Bangalore,171/6,20/20,Punjab Kings,177/2,20/20,Punjab Kings
782,2020,Match 30,19:30,"Dubai International Cricket Stadium, Dubai",Delhi Capitals,161/7,20/20,Rajasthan Royals,148/8,20/20,Delhi Capitals
783,2020,Match 29,19:30,"Dubai International Cricket Stadium, Dubai",Sunrisers Hyderabad,147/8,20/20,Chennai Super Kings,167/6,20/20,Chennai Super Kings
784,2020,Match 28,19:30,"Sharjah Cricket Stadium, Sharjah",Royal Challengers Bangalore,194/2,20/20,Kolkata Knight Riders,112/9,20/20,Royal Challengers Bangalore
785,2020,Match 27,19:30,"Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,166/5,19.4/20,Delhi Capitals,162/4,20/20,Mumbai Indians
786,2020,Match 26,15:30,"Dubai International Cricket Stadium, Dubai",Sunrisers Hyderabad,158/4,20/20,Rajasthan Royals,163/5,19.5/20,Rajasthan Royals
787,2020,Match 25,19:30,"Dubai International Cricket Stadium, Dubai",Chennai Super Kings,132/8,20/20,Royal Challengers Bangalore,169/4,20/20,Royal Challengers Bangalore
788,2020,Match 24,15:30,"Zayed Cricket Stadium, Abu Dhabi",Punjab Kings,162/5,20/20,Kolkata Knight Riders,164/6,20/20,Kolkata Knight Riders
789,2020,Match 23,19:30,"Sharjah Cricket Stadium, Sharjah",Rajasthan Royals,138,19.4/20,Delhi Capitals,184/8,20/20,Delhi Capitals
790,2020,Match 22,19:30,"Dubai International Cricket Stadium, Dubai",Sunrisers Hyderabad,201/6,20/20,Punjab Kings,132,16.5/20,Sunrisers Hyderabad
791,2020,Match 21,19:30,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,167,20/20,Chennai Super Kings,157/5,20/20,Kolkata Knight Riders
792,2020,Match 20,19:30,"Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,193/4,20/20,Rajasthan Royals,136,18.1/20,Mumbai Indians
793,2020,Match 19,19:30,"Dubai International Cricket Stadium, Dubai",Royal Challengers Bangalore,137/9,20/20,Delhi Capitals,196/4,20/20,Delhi Capitals
794,2020,Match 18,19:30,"Dubai International Cricket Stadium, Dubai",Punjab Kings,178/4,20/20,Chennai Super Kings,181/0,17.4/20,Chennai Super Kings
795,2020,Match 17,15:30,"Sharjah Cricket Stadium, Sharjah",Mumbai Indians,208/5,20/20,Sunrisers Hyderabad,174/7,20/20,Mumbai Indians
796,2020,Match 16,19:30,"Sharjah Cricket Stadium, Sharjah",Delhi Capitals,228/4,20/20,Kolkata Knight Riders,210/8,20/20,Delhi Capitals
797,2020,Match 15,15:30,"Zayed Cricket Stadium, Abu Dhabi",Royal Challengers Bangalore,158/2,19.1/20,Rajasthan Royals,154/6,20/20,Royal Challengers Bangalore
798,2020,Match 14,19:30,"Dubai International Cricket Stadium, Dubai",Chennai Super Kings,157/5,20/20,Sunrisers Hyderabad,164/5,20/20,Sunrisers Hyderabad
799,2020,Match 13,19:30,"Zayed Cricket Stadium, Abu Dhabi",Punjab Kings,143/8,20/20,Mumbai Indians,191/4,20/20,Mumbai Indians
800,2020,Match 12,19:30,"Dubai International Cricket Stadium, Dubai",Rajasthan Royals,137/9,20/20,Kolkata Knight Riders,174/6,20/20,Kolkata Knight Riders
801,2020,Match 11,19:30,"Zayed Cricket Stadium, Abu Dhabi",Delhi Capitals,147/7,20/20,Sunrisers Hyderabad,162/4,20/20,Sunrisers Hyderabad
802,2020,Match 10,19:30,"Dubai International Cricket Stadium, Dubai",Royal Challengers Bangalore,201/3,20/20,Mumbai Indians,201/5,20/20,Royal Challengers Bangalore
803,2020,Match 9,19:30,"Sharjah Cricket Stadium, Sharjah",Rajasthan Royals,226/6,19.3/20,Punjab Kings,223/2,20/20,Rajasthan Royals
804,2020,Match 8,19:30,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,145/3,18/20,Sunrisers Hyderabad,142/4,20/20,Kolkata Knight Riders
805,2020,Match 7,19:30,"Dubai International Cricket Stadium, Dubai",Chennai Super Kings,131/7,20/20,Delhi Capitals,175/3,20/20,Delhi Capitals
806,2020,Match 6,19:30,"Dubai International Cricket Stadium, Dubai",Punjab Kings,206/3,20/20,Royal Challengers Bangalore,109,17/20,Punjab Kings
807,2020,Match 5,19:30,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,146/9,20/20,Mumbai Indians,195/5,20/20,Mumbai Indians
808,2020,Match 4,19:30,"Sharjah Cricket Stadium, Sharjah",Rajasthan Royals,216/7,20/20,Chennai Super Kings,200/6,20/20,Rajasthan Royals
809,2020,Match 3,19:30,"Dubai International Cricket Stadium, Dubai",Sunrisers Hyderabad,153,19.4/20,Royal Challengers Bangalore,163/5,20/20,Royal Challengers Bangalore
810,2020,Match 2,19:30,"Dubai International Cricket Stadium, Dubai",Delhi Capitals,157/8,20/20,Punjab Kings,157/8,20/20,Delhi Capitals
811,2020,Match 1,19:30,"Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,162/9,20/20,Chennai Super Kings,166/5,19.2/20,Chennai Super Kings
